Activity Date,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade
"5 Oct 2018, 11:18:40",4159,3778,8307.599609,8.899999618530273,,13.089460372924805,,26,32.70000076293945,8.699999809265137,-0.024074342
"13 Oct 2018, 09:39:06",2146,2008,5056.600098,4.300000190734863,,0,,24.700000762939453,33.400001525878906,11.899999618530273,-0.112723961
"9 Nov 2018, 12:05:27",1404,1078,3097.5,4.199999809265137,,0,,24.700000762939453,33.400001525878906,11.800000190734863,-0.167877316
"15 Nov 2018, 12:08:08",1709,1243,3518.199951171875,4.199999809265137,,2.941666603088379,,24.700000762939453,33.400001525878906,8.300000190734863,-0.068216704
"16 Dec 2018, 15:31:11",2278,1144,2626.399902,4.099999904632568,,4.604545593261719,,8.600000381469727,13.5,5.800000190734863,0
"19 Dec 2018, 12:02:20",2411,2098,5051,3.5,,33.891666412353516,,10.100000381469727,45.79999923706055,43,0.015838447958230972
"28 Dec 2018, 13:11:08",1309,1139,3036.5,3.700000047683716,,6.16287899,,9.899999618530273,16,3.9000000953674316,-0.052692246
"5 Feb 2019, 15:47:59",319,317,808.4000244140625,3.700000047683716,,0,,29.299999237060547,30.899999618530273,4.099999904632568,0.024740228429436684
"5 Feb 2019, 16:05:23",1260,1260,3000,,,,,,,,0
"5 Feb 2019, 18:23:10",351,351,900,,,,,,,,0
"7 Feb 2019, 09:26:22",460,341,861.2000122070312,3.4000000953674316,,0,,29.299999237060547,30.899999618530273,4,-0.023223409
"7 Feb 2019, 09:48:33",1251,1251,9000,,,,,,,,0
"8 Feb 2019, 09:05:14",355,345,866.5,3.4000000953674316,,0,,29.299999237060547,30.899999618530273,4.300000190734863,-0.057703406
"16 Feb 2019, 12:41:28",1700,1080,3016.800048828125,4.400000095367432,,0,,24.600000381469727,33.400001525878906,9.399999618530273,-0.185627148
"2 Mar 2019, 11:25:26",4189,2939,7055.5,5.300000190734863,,2.325324773788452,,24,33.400001525878906,10.300000190734863,-0.069449365
"21 Mar 2019, 19:43:41",840,840,2000,,,,,,,,0
"6 Apr 2019, 13:27:04",998,643,1563.9000244140625,4.800000190734863,,2.8692307472229004,,10.199999809265137,13.600000381469727,4.800000190734863,0.070336975
"9 Apr 2019, 17:51:54",1429,1263,3341.199951171875,4.800000190734863,,2.162820578,,24.600000381469727,33.400001525878906,8.399999618530273,-0.110738657
"22 Apr 2019, 10:02:30",1546,1258,3079.699951171875,4,,6.682750701904297,,10.199999809265137,16,5.300000190734863,-0.003247069
"27 Apr 2019, 07:36:45",1621,1064,2684.399902,3.200000047683716,,6.717424392700195,,10.300000190734863,16,3.9000000953674316,0
"4 May 2019, 08:11:14",,2043,5171.100098,5.199999809265137,,21.513519287109375,,9.800000190734863,18.399999618530273,7.5,-0.081220627
"7 May 2019, 08:13:14",,1619,4061,3.5999999046325684,,9.539859771728516,,9.5,16.200000762939453,4.800000190734863,-0.00984979
"11 May 2019, 08:05:42",,1988,5151.700195,5.400000095367432,,21.400625228881836,,9.800000190734863,18.399999618530273,7.900000095367432,-0.067938738
"13 May 2019, 10:39:22",,1667,1941.5999755859375,2.0999999046325684,,3.2200000286102295,,10.199999809265137,13.800000190734863,6.599999904632568,0.005150391
"16 May 2019, 08:11:19",,2349,5585.100098,3.9000000953674316,,15.610164642333984,,9.600000381469727,16.200000762939453,5,-0.017904783
"24 May 2019, 18:42:03",,6071,7607.899902,4.099999904632568,,52.782379150390625,,8.899999618530273,34.20000076293945,7.199999809265137,0.009200962
"25 May 2019, 08:04:38",,2,3.0999999046325684,1.600000023841858,,,,17.700000762939453,17.700000762939453,0,0
"25 May 2019, 08:04:56",,2077,5211.200195,4.599999904632568,,21.528263092041016,,9.699999809265137,18.399999618530273,7.300000190734863,-0.080595642
"25 May 2019, 09:55:06",,626,817.2000122070312,2.0999999046325684,,2.823214292526245,,10.699999809265137,13.800000190734863,2,0.012236906215548515
"25 May 2019, 20:17:12",,1777,4047.5,4,,14.095512390136719,,10.699999809265137,16,6.599999904632568,-0.044471897
"28 May 2019, 19:36:55",,2819,6040.399902,3.299999952316284,,24.242616653442383,,10.699999809265137,16,2.9000000953674316,0.014899675734341145
"15 Jun 2019, 20:20:12",,1916,4233.100098,3.200000047683716,,14.100366592407227,,10.699999809265137,16,2.9000000953674316,-0.042522028
